CCCM IDP Site Code,Region,District,Settlement, HH , Ind ,Latitude,Longitude,Neighbourhood,Neighbourhood Type,Source,IDP Code (REACH DSA4),district_code
CCCM-SO1404-0009,Sool,Xudun,Xudun/ Shacab Idp / Xudun/Shacab Idp, 65 , 360 ,9.153365034,47.47451013,,,DSA4,DSA4-SO1404-007,SO1404
CCCM-SO1501-0001,Sanaag,Ceerigaabo,Bendersamo / Guryasamo / Goryosamo, 70 , 387 ,10.51993702,48.39893091,,,DSA4,DSA4-SO1501-008,SO1501
CCCM-SO1501-0002,Sanaag,Ceerigaabo,Booda Cadde Idp, 70 , 490 ,9.878801223,47.66575559,,,DSA4,DSA4-SO1501-003,SO1501
CCCM-SO1501-0003,Sanaag,Ceerigaabo,Caydhaha, 200 , 900 ,10.60160683,47.36502575,,,DSA4,DSA4-SO1501-011,SO1501
CCCM-SO1501-0004,Sanaag,Ceerigaabo,Dararwayne Idp, 388 ," 2,392 ",9.757214467,47.52986109,,,DSA4,DSA4-SO1501-002,SO1501
CCCM-SO1501-0005,Sanaag,Ceerigaabo,Darasalam / Darasalaam, 73 , 591 ,10.29368828,47.87637851,,,DSA4,DSA4-SO1501-005,SO1501
CCCM-SO1501-0006,Sanaag,Ceerigaabo,Dhanaha, 150 , 700 ,10.61207226,48.36139588,,,DSA4,DSA4-SO1501-007,SO1501
CCCM-SO1501-0007,Sanaag,Ceerigaabo,Guryasamo Idp / Dayacan / Xafad Somal, 787 ," 3,934 ",10.61586512,47.36112588,,,DSA4,DSA4-SO1501-012,SO1501
CCCM-SO1501-0008,Sanaag,Ceerigaabo,Guryasamo Idp / Weylosidka, 22 , 128 ,10.66342989,47.59373843,,,DSA4,DSA4-SO1501-009,SO1501
CCCM-SO1501-0009,Sanaag,Ceerigaabo,Jiicanyo, 100 , 640 ,10.39964365,48.38864962,,,DSA4,DSA4-SO1501-006,SO1501
CCCM-SO1501-0010,Sanaag,Ceerigaabo,Shimbiraale Idp, 400 ," 1,607 ",10.14113919,47.90708286,,,DSA4,DSA4-SO1501-004,SO1501
CCCM-SO1501-0011,Sanaag,Ceerigaabo,Waridaad, 102 , 747 ,9.703237996,48.05859205,,,DSA4,DSA4-SO1501-001,SO1501
CCCM-SO1501-0012,Sanaag,Ceerigaabo,Xafad Somali / Guryasamo Idp / Xafad Somal, 700 ," 3,500 ",10.6203027,47.37289296,,,DSA4,DSA4-SO1501-010,SO1501
CCCM-SO1502-0001,Sanaag,Ceel Afweyn,Buurdhuubo Idp, 63 , 390 ,9.932824025,47.21324498,,,DSA4,DSA4-SO1502-006,SO1502
CCCM-SO1502-0002,Sanaag,Ceel Afweyn,Ceel Midgaan Idp, 198 ," 1,067 ",9.726497875,47.11222303,,,DSA4,DSA4-SO1502-004,SO1502
CCCM-SO1502-0003,Sanaag,Ceel Afweyn,Fadhi Gaab Idp / Fadhigaab Idp, 284 ," 1,700 ",9.661387825,47.006501,,,DSA4,DSA4-SO1502-005,SO1502
CCCM-SO1502-0004,Sanaag,Ceel Afweyn,Gal Ciidle Idp, 149 , 740 ,9.856370725,47.169835,,,DSA4,DSA4-SO1502-007,SO1502
CCCM-SO1502-0005,Sanaag,Ceel Afweyn,Karasharka Idp, 490 ," 2,940 ",9.4670522,46.84106383,,,DSA4,DSA4-SO1502-001,SO1502
CCCM-SO1502-0006,Sanaag,Ceel Afweyn,Mijo Maqarshe Idp, 269 ," 1,610 ",9.48705825,46.8612322,,,DSA4,DSA4-SO1502-002,SO1502
CCCM-SO1502-0007,Sanaag,Ceel Afweyn,Wargumbi Idp, 105 , 458 ,9.584258825,46.94766425,,,DSA4,DSA4-SO1502-003,SO1502
CCCM-SO1503-0001,Sanaag,Laasqoray,Af Damal Haad, 75 , 450 ,10.77539125,48.48059653,,,DSA4,DSA4-SO1503-001,SO1503
CCCM-SO1503-0002,Sanaag,Laasqoray,Bilcil, 80 , 432 ,9.762669792,48.81651283,,,DSA4,DSA4-SO1503-007,SO1503
CCCM-SO1503-0003,Sanaag,Laasqoray,Caarshe, 152 , 849 ,9.739546783,48.83874413,,,DSA4,DSA4-SO1503-006,SO1503
CCCM-SO1503-0004,Sanaag,Laasqoray,Ceelahelay / Ceel Lahelay / Ceel-Lahelay, 50 , 287 ,10.6325443,48.78682411,,,DSA4,DSA4-SO1503-002,SO1503
CCCM-SO1503-0005,Sanaag,Laasqoray,Dildishe / Dildishi, 138 , 789 ,9.732723701,48.81736562,,,DSA4,DSA4-SO1503-008,SO1503
CCCM-SO1503-0006,Sanaag,Laasqoray,Gumar, 447 ," 2,680 ",10.70104521,48.48791197,,,DSA4,DSA4-SO1503-004,SO1503
CCCM-SO1503-0007,Sanaag,Laasqoray,Laako, 564 ," 3,384 ",10.72581536,48.58849098,,,DSA4,DSA4-SO1503-003,SO1503
CCCM-SO1503-0012,Sanaag,Laasqoray,Xubera / Higlo Deero, 70 , 420 ,10.70231585,48.46126866,,,DSA4,DSA4-SO1503-005,SO1503
CCCM-SO1601-0001,Bari,Bossaso,100 Buush, 877 ," 5,262 ",11.2842122,49.1682704,,,CCCM Site Verification 2021,DSA4-SO1601-001,SO1601
CCCM-SO1601-0002,Bari,Bossaso,Absame," 1,763 "," 10,578 ",11.282733,49.1952095,,,CCCM Site Verification 2021,DSA4-SO1601-002,SO1601
CCCM-SO1601-0003,Bari,Bossaso,Ajuuraan, 700 ," 4,200 ",11.2630085,49.2042046,,,CCCM Site Verification 2021,DSA4-SO1601-003,SO1601
CCCM-SO1601-0004,Bari,Bossaso,Al-Khayr, 950 ," 5,700 ",11.267379,49.2028496,,,CCCM Site Verification 2021,DSA4-SO1601-004,SO1601
CCCM-SO1601-0005,Bari,Bossaso,Banaadir, 627 ," 3,428 ",11.2753675,49.1962826,,,CCCM Site Verification 2021,DSA4-SO1601-005,SO1601
CCCM-SO1601-0006,Bari,Bossaso,Barwaqo, 120 , 300 ,10.5496501,49.0748116,,,CCCM Site Verification 2021,Not Assessed,SO1601
CCCM-SO1601-0007,Bari,Bossaso,Baxaya, 450 ," 2,500 ",10.5567486,49.0683108,,,CCCM Site Verification 2021,Not Assessed,SO1601
CCCM-SO1601-0008,Bari,Bossaso,Biyo Kulule, 640 ," 3,840 ",11.26908,49.2059805,,,CCCM Site Verification 2021,DSA4-SO1601-006,SO1601
CCCM-SO1601-0009,Bari,Bossaso,Buula Eeley, 950 ," 5,690 ",11.2633004,49.2074332,,,CCCM Site Verification 2021,DSA4-SO1601-007,SO1601
CCCM-SO1601-0010,Bari,Bossaso,Buulo Mingis, 850 ," 5,400 ",11.2800462,49.2006575,,,CCCM Site Verification 2021,DSA4-SO1601-008,SO1601
CCCM-SO1601-0011,Bari,Bossaso,Buurgaabo ," 1,500 "," 9,000 ",11.2691924,49.2081553,,,CCCM Site Verification 2021,DSA4-SO1601-009,SO1601
CCCM-SO1601-0012,Bari,Bossaso,Farjano, 700 ," 4,200 ",11.2624535,49.2065685,,,CCCM Site Verification 2021,DSA4-SO1601-010,SO1601
CCCM-SO1601-0013,Bari,Bossaso,New Biyo Kulule, 757 ," 4,542 ",11.267857,49.2071627,,,CCCM Site Verification 2021,DSA4-SO1601-011,SO1601
CCCM-SO1601-0014,Bari,Bossaso,Raf Iyo Raaxo, 750 ," 3,883 ",11.2669859,49.1912184,,,CCCM Site Verification 2021,DSA4-SO1601-012,SO1601
CCCM-SO1601-0015,Bari,Bossaso,Saylada Xoolaha, 762 ," 4,572 ",11.258168,49.1992692,,,CCCM Site Verification 2021,DSA4-SO1601-013,SO1601
CCCM-SO1601-0016,Bari,Bossaso,Shabeelle, 960 ," 5,760 ",11.2712988,49.2056958,,,CCCM Site Verification 2021,DSA4-SO1601-014,SO1601
CCCM-SO1601-0017,Bari,Bossaso,Shirkow, 325 ," 1,950 ",11.2663142,49.2109514,,,CCCM Site Verification 2021,DSA4-SO1601-015,SO1601
CCCM-SO1601-0018,Bari,Bossaso,Suweyto, 470 ," 2,820 ",11.2897545,49.1876693,,,CCCM Site Verification 2021,DSA4-SO1601-016,SO1601
CCCM-SO1601-0019,Bari,Bossaso,Tawakal," 1,416 "," 8,496 ",11.2832534,49.1637497,,,CCCM Site Verification 2021,DSA4-SO1601-017,SO1601
CCCM-SO1601-0020,Bari,Bossaso,Tawakal (Armo), 300 ," 1,000 ",10.5519659,49.0783152,,,CCCM Site Verification 2021,Not Assessed,SO1601
CCCM-SO1601-0021,Bari,Bossaso,Tuurjaale, 423 ," 2,538 ",11.2739016,49.1863014,,,CCCM Site Verification 2021,DSA4-SO1601-018,SO1601
CCCM-SO1601-0022,Bari,Bossaso,Waaberi," 2,200 "," 13,200 ",11.2722526,49.1973327,,,CCCM Site Verification 2021,DSA4-SO1601-019,SO1601
CCCM-SO1601-0023,Bari,Bossaso,Wadajir," 1,670 "," 10,020 ",11.2704885,49.2112886,,,CCCM Site Verification 2021,DSA4-SO1601-020,SO1601
CCCM-SO1601-0024,Bari,Bossaso,Xaadoole, 383 ," 2,217 ",11.2510358,49.1862617,,,CCCM Site Verification 2021,DSA4-SO1601-021,SO1601
CCCM-SO1601-0025,Bari,Bossaso,Xafatu Carab, 289 ," 1,734 ",11.2870547,49.1784464,,,CCCM Site Verification 2021,DSA4-SO1601-022,SO1601
CCCM-SO1606-0001,Bari,Qardho,Harmuud, 235 ," 1,410 ",9.4768443,49.078939,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0002,Bari,Qardho,New Camp, 427 ," 2,560 ",9.4841002,49.0769762,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0003,Bari,Qardho,Ayaan, 74 , 740 ,9.5038753,49.0805273,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0004,Bari,Qardho,Camp Jamacada, 150 , 900 ,9.4749433,49.079569,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0005,Bari,Qardho,Shabeele, 680 ," 4,080 ",9.4768906,49.078075,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0006,Bari,Qardho,Buula Qodax, 142 , 284 ,9.4807844,49.0765524,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0007,Bari,Qardho,Xorgoble, 200 ," 2,000 ",9.5180504,49.0796643,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0008,Bari,Qardho,Tawakal, 200 , 400 ,9.4774545,49.0765126,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0009,Bari,Qardho,Camp Faay, 60 , 540 ,9.5087705,49.0791429,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0010,Bari,Qardho,Camp Warsan, 200 ," 1,600 ",9.5062989,49.0810613,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0011,Bari,Qardho,Shimbiraale, 77 , 616 ,9.5079367,49.0947204,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1606-0012,Bari,Qardho,Garaash, 65 , 650 ,9.5072577,49.0889596,,,CCCM Site Verification 2021,,SO1606
CCCM-SO1701-0001,Nugaal,Garoowe,Al Amin, 150 , 900 ,8.395397449,48.51917834,,,CCCM Site Verification 2021,Not Assessed,SO1701
CCCM-SO1701-0002,Nugaal,Garoowe,Alkhayraat, 180 ," 1,260 ",8.4003479,48.512693,,,CCCM Site Verification 2021,Not Assessed,SO1701
CCCM-SO1701-0003,Nugaal,Garoowe,Allawakiil, 450 ," 2,670 ",8.4144365,48.5082991,,,CCCM Site Verification 2021,DSA4-SO1701-023,SO1701
CCCM-SO1701-0004,Nugaal,Garoowe,Banaadir, 120 , 840 ,8.4154675,48.5071181,,,CCCM Site Verification 2021,DSA4-SO1701-001,SO1701
CCCM-SO1701-0005,Nugaal,Garoowe,Jilab 3, 651 ," 3,102 ",8.3914367,48.52314,,,CCCM Site Verification 2021,DSA4-SO1701-004,SO1701
CCCM-SO1701-0006,Nugaal,Garoowe,Jilab 4, 230 ," 1,380 ",8.3924915,48.5232626,,,CCCM Site Verification 2021,DSA4-SO1701-006,SO1701
CCCM-SO1701-0007,Nugaal,Garoowe,Jilab 4, 270 ," 1,620 ",8.3931191,48.5222193,,,CCCM Site Verification 2021,DSA4-SO1701-012,SO1701
CCCM-SO1701-0008,Nugaal,Garoowe,Jilab 6, 250 ," 1,750 ",8.3892176,48.5176971,,,CCCM Site Verification 2021,DSA4-SO1701-007,SO1701
CCCM-SO1701-0009,Nugaal,Garoowe,Jowl Two, 168 ," 1,176 ",8.419458624,48.5090696,,,CCCM Site Verification 2021,Not Assessed,SO1701
CCCM-SO1701-0010,Nugaal,Garoowe,Kaam 1, 125 , 718 ,8.4145352,48.5080313,,,CCCM Site Verification 2021,DSA4-SO1701-008,SO1701
CCCM-SO1701-0011,Nugaal,Garoowe,Kaam 4, 240 ," 1,320 ",8.4142759,48.5079879,,,CCCM Site Verification 2021,DSA4-SO1701-009,SO1701
CCCM-SO1701-0012,Nugaal,Garoowe,Kaam Ajuuran, 786 ," 4,716 ",8.416718999,48.51433947,,,CCCM Site Verification 2021,DSA4-SO1701-010,SO1701
CCCM-SO1701-0013,Nugaal,Garoowe,Kaam Buundo, 120 , 701 ,8.4140835,48.5078503,,,CCCM Site Verification 2021,DSA4-SO1701-011,SO1701
CCCM-SO1701-0014,Nugaal,Garoowe,Kaam Hiiraan, 534 ," 3,135 ",8.4161514,48.5059743,,,CCCM Site Verification 2021,DSA4-SO1701-002,SO1701
CCCM-SO1701-0015,Nugaal,Garoowe,Kaam Marko, 260 ," 1,820 ",8.41506,48.5054233,,,CCCM Site Verification 2021,DSA4-SO1701-013,SO1701
CCCM-SO1701-0016,Nugaal,Garoowe,Kaam Siliga, 549 ," 3,300 ",8.4150409,48.509353,,,CCCM Site Verification 2021,DSA4-SO1701-014,SO1701
CCCM-SO1701-0017,Nugaal,Garoowe,Kaam Waaberi, 330 ," 3,000 ",8.4009357,48.5111137,,,CCCM Site Verification 2021,DSA4-SO1701-015,SO1701
CCCM-SO1701-0018,Nugaal,Garoowe,Kaam Yaman, 519 ," 3,114 ",8.4152914,48.508161,,,CCCM Site Verification 2021,DSA4-SO1701-016,SO1701
CCCM-SO1701-0019,Nugaal,Garoowe,Kaamka Jiingadda, 800 ," 4,733 ",8.4145218,48.5109664,,,CCCM Site Verification 2021,DSA4-SO1701-026,SO1701
CCCM-SO1701-0020,Nugaal,Garoowe,Kaamka Riiga, 370 ," 2,182 ",8.4126886,48.5062803,,,CCCM Site Verification 2021,DSA4-SO1701-019,SO1701
CCCM-SO1701-0021,Nugaal,Garoowe,Laan Cali Firin, 200 ," 1,050 ",8.3901673,48.5178788,,,CCCM Site Verification 2021,DSA4-SO1701-020,SO1701
CCCM-SO1701-0022,Nugaal,Garoowe,Lafo Barkato, 95 , 520 ,8.4145243,48.5068176,,,CCCM Site Verification 2021,DSA4-SO1701-021,SO1701
CCCM-SO1701-0023,Nugaal,Garoowe,Muuse Rootile, 83 , 467 ,8.4140436,48.5054988,,,CCCM Site Verification 2021,DSA4-SO1701-022,SO1701
CCCM-SO1701-0024,Nugaal,Garoowe,Shabeelle, 860 ," 5,026 ",8.4184319,48.5097908,,,CCCM Site Verification 2021,DSA4-SO1701-024,SO1701
CCCM-SO1701-0025,Nugaal,Garoowe,Tawakal, 195 ," 1,170 ",8.395707579,48.51872496,,,CCCM Site Verification 2021,Not Assessed,SO1701
CCCM-SO1702-0001,Nugaal,Burtinle,Barwaaqo, 49 , 200 ,7.641551725,47.80964735,,,DSA4,DSA4-SO1702-004,SO1702
CCCM-SO1702-0002,Nugaal,Burtinle,Kalkaal 1, 250 , 800 ,7.63618935,47.81691098,,,DSA4,DSA4-SO1702-002,SO1702
CCCM-SO1702-0003,Nugaal,Burtinle,Kalkaal2 / Kalkaal 2, 220 , 700 ,7.641466425,47.81502803,,,DSA4,DSA4-SO1702-003,SO1702
CCCM-SO1702-0004,Nugaal,Burtinle,Ladan, 115 , 690 ,7.65802835,47.83583933,,,DSA4,DSA4-SO1702-001,SO1702
CCCM-SO1801-0001,Mudug,Gaalkacyo,Afarta Kaare, 838 , 838 ,6.76134203,47.42076079,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-038,SO1801
CCCM-SO1801-0002,Mudug,Gaalkacyo,Al Nasiib 1, 51 , 306 ,6.6926727,47.4349311,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0003,Mudug,Gaalkacyo,Alanley, 476 ," 2,856 ",6.7236252,47.442074,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-081,SO1801
CCCM-SO1801-0004,Mudug,Gaalkacyo,Alcadaala, 386 ," 2,316 ",6.6935282,47.4350472,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-063,SO1801
CCCM-SO1801-0005,Mudug,Gaalkacyo,Alkharash, 221 ," 1,226 ",6.716768,47.417335,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-069,SO1801
CCCM-SO1801-0006,Mudug,Gaalkacyo,Alla'Aamin 1, 360 ," 2,160 ",6.8468548,47.4254644,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-015,SO1801
CCCM-SO1801-0007,Mudug,Gaalkacyo,Alla'Aamin 2, 313 ," 1,878 ",6.8469886,47.4251915,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-016,SO1801
CCCM-SO1801-0008,Mudug,Gaalkacyo,Arafat, 250 ," 1,500 ",6.7307227,47.4347028,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-053,SO1801
CCCM-SO1801-0009,Mudug,Gaalkacyo,Ayah, 334 ," 2,030 ",6.8102372,47.3915036,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-023,SO1801
CCCM-SO1801-0010,Mudug,Gaalkacyo,Baantu 1, 230 ," 1,380 ",6.756315,47.437857,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-067,SO1801
CCCM-SO1801-0011,Mudug,Gaalkacyo,Baantu 2, 130 , 800 ,6.6882969,47.4353169,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-076,SO1801
CCCM-SO1801-0012,Mudug,Gaalkacyo,Badbaado, 115 , 690 ,6.6928759,47.4340912,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-064,SO1801
CCCM-SO1801-0013,Mudug,Gaalkacyo,Bakool Sare, 145 , 870 ,6.77294,47.4038395,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-035,SO1801
CCCM-SO1801-0014,Mudug,Gaalkacyo,Barwaqo, 100 , 600 ,6.7896222,47.4009245,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-032,SO1801
CCCM-SO1801-0015,Mudug,Gaalkacyo,Baxsan 1, 100 , 600 ,6.74033,47.4414455,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-052,SO1801
CCCM-SO1801-0016,Mudug,Gaalkacyo,Baxsan 2, 250 ," 1,500 ",6.7258586,47.4422353,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-056,SO1801
CCCM-SO1801-0017,Mudug,Gaalkacyo,Buula bacley, 220 ," 1,320 ",6.7652772,47.4359142,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-040,SO1801
CCCM-SO1801-0018,Mudug,Gaalkacyo,Buula juwan, 311 ," 1,866 ",6.6914513,47.4345553,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-046,SO1801
CCCM-SO1801-0019,Mudug,Gaalkacyo,Buulo Agoon, 150 , 900 ,6.8486733,47.4265933,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-014,SO1801
CCCM-SO1801-0020,Mudug,Gaalkacyo,Buulo ajuuran, 526 ," 3,156 ",6.7613431,47.4271559,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0021,Mudug,Gaalkacyo,Buulo Bacleey, 482 ," 2,892 ",6.76884259,47.43661524,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-040,SO1801
CCCM-SO1801-0022,Mudug,Gaalkacyo,Buulo Bidaar, 487 ," 2,922 ",6.7654155,47.44143269,Gaalkacyo North,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0023,Mudug,Gaalkacyo,Buulo Bishaaro, 350 ," 1,050 ",6.727699921,47.44411343,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-054,SO1801
CCCM-SO1801-0024,Mudug,Gaalkacyo,Buulo Kontrool, 926 ," 5,556 ",6.7625809,47.4264877,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-039,SO1801
CCCM-SO1801-0025,Mudug,Gaalkacyo,Buulonooto, 353 ," 2,118 ",6.752449,47.437857,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-068,SO1801
CCCM-SO1801-0026,Mudug,Gaalkacyo,Camp Sahal, 136 , 816 ,6.707262914,47.43448036,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-059,SO1801
CCCM-SO1801-0027,Mudug,Gaalkacyo,Ceel Gaab, 614 ," 3,684 ",6.7637453,47.4380478,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-041,SO1801
CCCM-SO1801-0028,Mudug,Gaalkacyo,Ceel Gaab 2, 45 , 270 ,6.6925273,47.4344312,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-078,SO1801
CCCM-SO1801-0029,Mudug,Gaalkacyo,Ciise, 105 , 630 ,6.6920685,47.4336121,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0030,Mudug,Gaalkacyo,Danwadag, 400 ," 2,400 ",6.837239,47.4154913,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-018,SO1801
CCCM-SO1801-0031,Mudug,Gaalkacyo,Danyar, 125 , 750 ,6.754478,47.43755,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-089,SO1801
CCCM-SO1801-0032,Mudug,Gaalkacyo,Daryeel, 380 ," 2,280 ",6.6921145,47.4392009,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0033,Mudug,Gaalkacyo,Dayax 1, 375 ," 2,625 ",6.8087367,47.4032229,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-027,SO1801
CCCM-SO1801-0034,Mudug,Gaalkacyo,Deegan, 450 ," 2,700 ",6.7563257,47.4427585,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0035,Mudug,Gaalkacyo,Dooxa Mudug IDPs, 86 , 516 ,6.753561194,47.41970784,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-048,SO1801
CCCM-SO1801-0036,Mudug,Gaalkacyo,Gaas, 480 ," 2,880 ",6.7248612,47.4417377,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-044,SO1801
CCCM-SO1801-0037,Mudug,Gaalkacyo,Galad, 70 , 350 ,6.6963668,47.4294427,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-060,SO1801
CCCM-SO1801-0038,Mudug,Gaalkacyo,Gargaar, 100 , 600 ,6.7296866,47.4452449,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-084,SO1801
CCCM-SO1801-0039,Mudug,Gaalkacyo,Gurmad, 65 , 390 ,6.6969982,47.4306872,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-061,SO1801
CCCM-SO1801-0040,Mudug,Gaalkacyo,Guuleed IDP Camp, 70 , 420 ,6.6944167,47.3850768,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0041,Mudug,Gaalkacyo,Hanano, 72 , 432 ,6.6919824,47.4372731,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-088,SO1801
CCCM-SO1801-0042,Mudug,Gaalkacyo,Hayaan bacadweyn, 121 , 726 ,6.7604613,47.4266769,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0043,Mudug,Gaalkacyo,Hayan , 590 ," 3,495 ",6.7563395,47.4428871,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-085,SO1801
CCCM-SO1801-0044,Mudug,Gaalkacyo,Hilaal Yaman, 65 , 435 ,6.7251165,47.4396602,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-036,SO1801
CCCM-SO1801-0045,Mudug,Gaalkacyo,Hilaal Yamen, 357 ," 2,850 ",6.7919786,47.4291027,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-036,SO1801
CCCM-SO1801-0046,Mudug,Gaalkacyo,Hiraan 1, 350 ," 2,075 ",6.7563544,47.443026,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-045,SO1801
CCCM-SO1801-0047,Mudug,Gaalkacyo,Hiraan 2, 356 ," 1,685 ",6.6916932,47.433395,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-075,SO1801
CCCM-SO1801-0048,Mudug,Gaalkacyo,Hiraan 3, 54 , 324 ,6.7593054,47.4428467,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-086,SO1801
CCCM-SO1801-0049,Mudug,Gaalkacyo,Hiraan 4, 90 , 499 ,6.6914757,47.4356742,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-072,SO1801
CCCM-SO1801-0050,Mudug,Gaalkacyo,Horseed, 66 , 396 ,6.6917034,47.3930462,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0051,Mudug,Gaalkacyo,Ilays IDP, 50 , 300 ,6.6898789,47.4359227,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-071,SO1801
CCCM-SO1801-0052,Mudug,Gaalkacyo,Isxaaq, 100 , 600 ,6.7620938,47.4451317,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-042,SO1801
CCCM-SO1801-0053,Mudug,Gaalkacyo,Janale, 150 , 900 ,6.6932167,47.4380138,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-066,SO1801
CCCM-SO1801-0054,Mudug,Gaalkacyo,Kulan IDP, 103 , 618 ,6.6932167,47.43801,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0055,Mudug,Gaalkacyo,Kulmiye, 125 ," 1,500 ",6.7692606,47.4109578,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-037,SO1801
CCCM-SO1801-0056,Mudug,Gaalkacyo,Kulmiye - Balli Abaar, 281 ," 1,686 ",6.8600151,47.4425228,Gaalkacyo North,District (New),CCCM Site Verification 2021,DSA4-SO1801-006,SO1801
CCCM-SO1801-0057,Mudug,Gaalkacyo,Kulmiye 1, 70 , 420 ,6.7492441,47.4205168,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-037,SO1801
CCCM-SO1801-0058,Mudug,Gaalkacyo,Kulmiye IDP Camp, 80 , 480 ,6.74491,47.426975,Gaalkacyo South,District (New),CCCM Site Verification 2021,Not Assessed,SO1801
CCCM-SO1801-0059,Mudug,Gaalkacyo,Liibaan, 60 , 360 ,6.6918875,47.4353393,Gaalkacyo South,District (New),CCCM Site Verification 2021,DSA4-SO1801-080,SO1801
